Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
314,2.1576576576576576,0.8859945506660147,"[17, 14, 5]",9,1,6,6,0,5
315,1.945945945945946,0.822069321843126,"[5, 14, 17]",9,2,9,2,0,5
316,2.018018018018018,0.7784656213705153,"[5, 14]",9,13,9,1,0,7
317,2.0495495495495497,0.797209371872663,"[5, 17, 14]",9,5,6,1,0,6
318,2.0225225225225225,0.7927482050973126,"[14, 17, 5]",9,11,8,0,0,8
319,1.9504504504504505,0.8520801136971612,"[17, 5, 14]",9,0,6,2,0,8
320,2.1621621621621623,0.8076617335536502,"[14, 17, 5]",9,0,7,1,0,6
321,2.0135135135135136,0.8209900751144731,"[14, 5, 17]",9,10,6,1,0,7
322,2.009009009009009,0.8238030724517321,"[5, 14]",9,21,6,1,0,6
323,1.972972972972973,0.8234071084430594,"[5, 14]",9,22,7,2,0,5
324,2.0495495495495497,0.8305669299554027,"[5, 14]",9,0,6,1,0,5
325,2.009009009009009,0.8071568502552311,"[14, 5]",9,12,9,0,0,6
326,2.0495495495495497,0.8730633511840887,"[5, 14, 17]",9,1,6,6,0,5
327,1.9009009009009008,0.8122919359626525,"[14, 17, 5]",9,0,8,0,0,6
328,1.972972972972973,0.7897471897389845,"[14, 17, 5]",9,1,8,0,0,3
329,1.9684684684684686,0.8093885723138262,"[5, 14]",9,0,6,2,0,6
330,2.1036036036036037,0.8145095882236268,"[17, 5, 14]",9,2,6,2,0,4
331,1.9639639639639639,0.7836326585153965,"[5, 14]",9,0,9,1,0,7
332,1.9234234234234233,0.8393549510954819,"[14, 5, 17]",9,12,6,3,0,8
333,1.9504504504504505,0.8359971285185128,"[14, 5]",9,0,9,1,0,5
